0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.333	0.333	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.333	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.250	0.333	0.167	0.167	0.083	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.089	0.022	0.356	0.289	0.089	0.111	0.044	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.152	0.217	0.348	0.196	0.087	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.016	0.098	0.262	0.279	0.311	0.016	0.016	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.065	0.065	0.261	0.413	0.109	0.087	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.025	0.075	0.275	0.375	0.125	0.100	0.025	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.056	0.111	0.056	0.389	0.167	0.167	0	0.056	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.333	0.111	0.333	0.111	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.667	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
