0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.053	0.263	0.368	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.027	0.108	0.324	0.297	0.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.062	0.308	0.323	0.262	0.046	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.018	0.140	0.281	0.386	0.158	0.018	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.105	0.298	0.281	0.298	0	0.018	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.143	0.2	0.429	0.2	0.029	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.25	0.125	0.25	0.375	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.125	0.125	0.375	0.250	0.125	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
