0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.333	0.167	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.05	0	0.250	0.6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.044	0.067	0.511	0.222	0.156	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.014	0.113	0.324	0.352	0.183	0.014	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.039	0.196	0.294	0.314	0.157	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.020	0.235	0.216	0.314	0.176	0.039	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.065	0.161	0.452	0.226	0.097	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.143	0.143	0.143	0.286	0.286	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.167	0.333	0.167	0.333	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
