 # Function values at  1326  Padua points
 0.10000000E+01 0.10000000E+01 0.35869592E-01
 0.99901336E+00 0.99905166E+00 0.36031208E-01
 0.99605735E+00 0.99621025E+00 0.36519210E-01
 0.99114363E+00 0.99148655E+00 0.37343139E-01
 0.98429158E+00 0.98489847E+00 0.38519170E-01
 0.97552826E+00 0.97647100E+00 0.40070567E-01
 0.96488824E+00 0.96623611E+00 0.42028456E-01
 0.95241353E+00 0.95423264E+00 0.44433089E-01
 0.93815334E+00 0.94050610E+00 0.47335922E-01
 0.92216396E+00 0.92510857E+00 0.50803056E-01
 0.90450850E+00 0.90809846E+00 0.54920808E-01
 0.88525662E+00 0.88954029E+00 0.59804443E-01
 0.86448431E+00 0.86950446E+00 0.65610862E-01
 0.84227355E+00 0.84806697E+00 0.72554805E-01
 0.81871199E+00 0.82530915E+00 0.80924604E-01
 0.79389263E+00 0.80131732E+00 0.91086290E-01
 0.76791340E+00 0.77618249E+00 0.10345399E+00
 0.74087684E+00 0.75000000E+00 0.11839778E+00
 0.71288965E+00 0.72286918E+00 0.13608449E+00
 0.68406228E+00 0.69489294E+00 0.15633472E+00
 0.65450850E+00 0.66617740E+00 0.17865963E+00
 0.62434494E+00 0.63683150E+00 0.20249241E+00
 0.59369066E+00 0.60696654E+00 0.22734637E+00
 0.56266662E+00 0.57669583E+00 0.25291827E+00
 0.53139526E+00 0.54613418E+00 0.27978679E+00
 0.50000000E+00 0.51539753E+00 0.31073449E+00
 0.46860474E+00 0.48460247E+00 0.35137984E+00
 0.43733338E+00 0.45386582E+00 0.40906909E+00
 0.40630934E+00 0.42330417E+00 0.49029283E+00
 0.37565506E+00 0.39303346E+00 0.59752612E+00
 0.34549150E+00 0.36316850E+00 0.72664054E+00
 0.31593772E+00 0.33382260E+00 0.86623852E+00
 0.28711035E+00 0.30510706E+00 0.99977644E+00
 0.25912316E+00 0.27713082E+00 0.11100140E+01
 0.23208660E+00 0.25000000E+00 0.11839856E+01
 0.20610737E+00 0.22381751E+00 0.12163458E+01
 0.18128801E+00 0.19868268E+00 0.12098594E+01
 0.15772645E+00 0.17469085E+00 0.11733016E+01
 0.13551569E+00 0.15193303E+00 0.11181051E+01
 0.11474338E+00 0.13049554E+00 0.10552436E+01
 0.95491503E-01 0.11045971E+00 0.99325774E+00
 0.77836037E-01 0.91901544E-01 0.93758580E+00
 0.61846660E-01 0.74891432E-01 0.89084808E+00
 0.47586474E-01 0.59493903E-01 0.85359427E+00
 0.35111757E-01 0.45767364E-01 0.82511690E+00
 0.24471742E-01 0.33763885E-01 0.80411516E+00
 0.15708419E-01 0.23529000E-01 0.78914448E+00
 0.88563746E-02 0.15101532E-01 0.77887479E+00
 0.39426493E-02 0.85134502E-02 0.77221248E+00
 0.98663579E-03 0.37897452E-02 0.76834092E+00
 0.00000000E+00 0.94833563E-03 0.76672149E+00
 0.98663579E-03 0.00000000E+00 0.76708188E+00
 0.39426493E-02 0.94833563E-03 0.76940728E+00
 0.88563746E-02 0.37897452E-02 0.77394063E+00
 0.15708419E-01 0.85134502E-02 0.78119211E+00
 0.24471742E-01 0.15101532E-01 0.79195076E+00
 0.35111757E-01 0.23529000E-01 0.80728289E+00
 0.47586474E-01 0.33763885E-01 0.82848977E+00
 0.61846660E-01 0.45767364E-01 0.85698279E+00
 0.77836037E-01 0.59493903E-01 0.89402146E+00
 0.95491503E-01 0.74891432E-01 0.94026090E+00
 0.11474338E+00 0.91901544E-01 0.99508880E+00
 0.13551569E+00 0.11045971E+00 0.10558212E+01
 0.15772645E+00 0.13049554E+00 0.11169778E+01
 0.18128801E+00 0.15193303E+00 0.11700339E+01
 0.20610737E+00 0.17469085E+00 0.12041359E+01
 0.23208660E+00 0.19868268E+00 0.12081095E+01
 0.25912316E+00 0.22381751E+00 0.11735797E+01
 0.28711035E+00 0.25000000E+00 0.10982771E+01
 0.31593772E+00 0.27713082E+00 0.98804952E+00
 0.34549150E+00 0.30510706E+00 0.85626933E+00
 0.37565506E+00 0.33382260E+00 0.72040194E+00
 0.40630934E+00 0.36316850E+00 0.59696716E+00
 0.43733338E+00 0.39303346E+00 0.49702533E+00
 0.46860474E+00 0.42330417E+00 0.42400203E+00
 0.50000000E+00 0.45386582E+00 0.37438728E+00
 0.53139526E+00 0.48460247E+00 0.34051062E+00
 0.56266662E+00 0.51539753E+00 0.31395414E+00
 0.59369066E+00 0.54613418E+00 0.28829484E+00
 0.62434494E+00 0.57669583E+00 0.26039579E+00
 0.65450850E+00 0.60696654E+00 0.23014911E+00
 0.68406228E+00 0.63683150E+00 0.19925552E+00
 0.71288965E+00 0.66617740E+00 0.16988855E+00
 0.74087684E+00 0.69489294E+00 0.14377404E+00
 0.76791340E+00 0.72286918E+00 0.12179211E+00
 0.79389263E+00 0.75000000E+00 0.10400590E+00
 0.81871199E+00 0.77618249E+00 0.89936196E-01
 0.84227355E+00 0.80131732E+00 0.78880188E-01
 0.86448431E+00 0.82530915E+00 0.70142479E-01
 0.88525662E+00 0.84806697E+00 0.63147950E-01
 0.90450850E+00 0.86950446E+00 0.57467196E-01
 0.92216396E+00 0.88954029E+00 0.52797604E-01
 0.93815334E+00 0.90809846E+00 0.48931181E-01
 0.95241353E+00 0.92510857E+00 0.45724866E-01
 0.96488824E+00 0.94050610E+00 0.43078395E-01
 0.97552826E+00 0.95423264E+00 0.40919597E-01
 0.98429158E+00 0.96623611E+00 0.39195275E-01
 0.99114363E+00 0.97647100E+00 0.37865770E-01
 0.99605735E+00 0.98489847E+00 0.36901778E-01
 0.99901336E+00 0.99148655E+00 0.36282489E-01
 0.10000000E+01 0.99621025E+00 0.35994505E-01
 0.99605735E+00 0.10000000E+01 0.36392426E-01
 0.99114363E+00 0.99905166E+00 0.37084296E-01
 0.98429158E+00 0.99621025E+00 0.38119283E-01
 0.97552826E+00 0.99148655E+00 0.39516348E-01
 0.96488824E+00 0.98489847E+00 0.41301269E-01
 0.95241353E+00 0.97647100E+00 0.43507166E-01
 0.93815334E+00 0.96623611E+00 0.46175312E-01
 0.92216396E+00 0.95423264E+00 0.49356413E-01
 0.90450850E+00 0.94050610E+00 0.53112603E-01
 0.88525662E+00 0.92510857E+00 0.57520553E-01
 0.86448431E+00 0.90809846E+00 0.62676081E-01
 0.84227355E+00 0.88954029E+00 0.68700451E-01
 0.81871199E+00 0.86950446E+00 0.75747434E-01
 0.79389263E+00 0.84806697E+00 0.84007140E-01
 0.76791340E+00 0.82530915E+00 0.93694694E-01
 0.74087684E+00 0.80131732E+00 0.10499601E+00
 0.71288965E+00 0.77618249E+00 0.11793225E+00
 0.68406228E+00 0.75000000E+00 0.13217420E+00
 0.65450850E+00 0.72286918E+00 0.14708952E+00
 0.62434494E+00 0.69489294E+00 0.16245883E+00
 0.59369066E+00 0.66617740E+00 0.17946903E+00
 0.56266662E+00 0.63683150E+00 0.20027988E+00
 0.53139526E+00 0.60696654E+00 0.22592903E+00
 0.50000000E+00 0.57669583E+00 0.25586935E+00
 0.46860474E+00 0.54613418E+00 0.29076114E+00
 0.43733338E+00 0.51539753E+00 0.33479785E+00
 0.40630934E+00 0.48460247E+00 0.39458731E+00
 0.37565506E+00 0.45386582E+00 0.47602958E+00
 0.34549150E+00 0.42330417E+00 0.58124331E+00
 0.31593772E+00 0.39303346E+00 0.70635021E+00
 0.28711035E+00 0.36316850E+00 0.84090763E+00
 0.25912316E+00 0.33382260E+00 0.96974768E+00
 0.23208660E+00 0.30510706E+00 0.10769349E+01
 0.20610737E+00 0.27713082E+00 0.11502907E+01
 0.18128801E+00 0.25000000E+00 0.11845357E+01
 0.15772645E+00 0.22381751E+00 0.11818772E+01
 0.13551569E+00 0.19868268E+00 0.11502052E+01
 0.11474338E+00 0.17469085E+00 0.11000687E+01
 0.95491503E-01 0.15193303E+00 0.10417855E+01
 0.77836037E-01 0.13049554E+00 0.98354901E+00
 0.61846660E-01 0.11045971E+00 0.93072104E+00
 0.47586474E-01 0.91901544E-01 0.88602485E+00
 0.35111757E-01 0.74891432E-01 0.85019664E+00
 0.24471742E-01 0.59493903E-01 0.82272812E+00
 0.15708419E-01 0.45767364E-01 0.80249003E+00
 0.88563746E-02 0.33763885E-01 0.78816605E+00
 0.39426493E-02 0.23529000E-01 0.77851054E+00
 0.98663579E-03 0.15101532E-01 0.77247706E+00
